3925,0.0063193
3926,0.00965906
3927,0.00876
3928,0.0100206
3929,0.00780506
3930,0.0103901
3931,0.0112082
3932,0.0115535
3933,0.0118284
3934,0.0125979
3935,0.0144259
3936,0.00676777
3937,0.0106404
3938,0.0124947
3939,0.0148688
3967,0.00119416
3968,0.00136977
3969,0.00152653
3970,0.00176949
3971,0.000671419
3972,0.00489078
3973,0.0160277
3974,0.0313977
3975,0.0162205
3976,0.031644
3977,0.0369825
3978,0.00101499
3979,0.0244202
3980,0.0416665
3981,0.0422146
3982,0.0425696
3983,0.045992
3984,0.05094
3985,0.0560123
3986,0.0410439
3987,0.0193486
3988,0.0410556
3989,0.0418896
3990,0.0411611
3991,0.0126247
3993,0.0412259
3994,0.0412238
3995,0.0102267
3996,0.0348456
3997,0.0229683
4012,0.0385339
4013,0.0483201
4014,0.0446013
4015,0.051986
4016,0.0389454
4017,0.0379326
4018,0.0414818
4019,0.0249031
4020,0.0293121
4021,0.0341352
4022,0.0265346
4023,0.0255827
4024,0.0280477
4025,0.0274649
4026,0.0254438
4027,0.0252136
4028,0.0264566
4029,0.025423
4030,0.0480921
4031,0.0226649
4032,0.0234347
4033,0.0224443
4034,0.00317984
4035,0.0230158
4039,0.0261119
4040,0.0252738
4041,0.00365186
4042,0.0295939
4043,0.0218597
4044,0.0453981
4045,0.0363982
4046,0.0293635
4047,0.0251661
4048,0.0191964
4051,9.74873e-05
4052,0.0169875
4053,0.017179
4054,0.0167375
4055,0.0166444
4056,0.0170417
4057,0.0168258
4073,0.061942
4074,0.076288
4075,0.0341536
4076,0.0590149
4077,0.0595702
4078,0.0575065
4079,0.0585455
4080,0.0586964
4081,0.060389
4082,0.0586038
4083,0.0258576
4199,0.0345566
4200,0.0489699
4201,0.0521535
4202,0.0499435
4203,0.0541217
4204,0.0504521
4205,0.0828653
4206,0.0902627
4207,0.0868663
4208,0.067938
4209,0.0537612
4210,0.0575553
4211,0.0511579
4212,0.0530586
4213,0.0500748
4214,0.048138
4215,0.0563976
4216,0.052229
4217,0.0551798
4218,0.0543602
4219,0.0543143
4220,0.0483131
4199,0.0345566
4200,0.0489699
4201,0.0521535
4202,0.0499435
4203,0.0541217
4204,0.0504521
4205,0.0828653
4206,0.0902627
4207,0.0868663
4208,0.067938
4209,0.0537612
4210,0.0575553
4211,0.0511579
4212,0.0530586
4213,0.0500748
4214,0.048138
4215,0.0563976
4216,0.052229
4217,0.0551798
4218,0.0543602
4219,0.0543143
4220,0.0483131
4225,0.0466161
4226,0.0580246
4227,0.0482577
4228,0.0482385
4229,0.053957
4230,0.0634278
4231,0.0542265
4232,0.0478762
4233,0.0481178
4234,0.0492583
4235,0.0524563
4236,0.0489415
4237,0.049384
4238,0.0481216
4239,0.0481398
4240,0.0479578
4241,0.0479883
4242,0.0478011
4243,0.0478503
4244,0.0478531
4245,0.0478318
4246,0.0477197
4247,0.0482016
4248,0.0479007
